title,title_link,price,bedrooms,address,area,viewing_time,Headline,property_overview,main_image,description,thumbnail_preview,Transp_header,transp_score,walk_score,transit_score,biking_score
3 Baths,https://www.redfin.com/UT/South-Jordan/11486-S-Mt-Airy-Dr-84009/unit-154/home/148003654,"$494,000",3 Beds,"11486 S Mt Airy Dr #154, South Jordan, UT 84009","3,434 Sq. Ft.","OPEN WED, 10AM TO 4:30PM",11486 S Mt Airy Dr #154,"HOA Dues$244/monthProperty TypeSingle FamilyProperty StyleRambler/RanchCommunityYesCountySalt LakeMLS#1573035Built2018Lot Size4,356 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/035/genMid.1573035_0.jpg,"SpringHouse Village, the new OakwoodLife 55+ community in Daybreak, is now open! Come and tour the 6 beautiful model homes. This darling home, the ""Elwood"" floorplan features a finished basement, ""flex"" space on the main floor. The elevation is a European Romantic exterior, and kitchen upgrades include stainless steel appliances, gray quartz countertops throughout, kitchen backsplash, gorgeous maple cabinets and beautiful wood laminate flooring. Also included is a fireplace in the great room and a walk in shower in the master. Call now to show this model and visit the site, this home can close in January 2019! (Elwood Lot 154)",,Transportation in 84009,0 / 100Car-DependentWalk Score®0 / 100Minimal TransitTransit Score®27 / 100Somewhat BikeableBike Score®,0 / 100Car-DependentWalk Score®,0 / 100Minimal TransitTransit Score®,27 / 100Somewhat BikeableBike Score®
3 Baths,https://www.redfin.com/UT/South-Jordan/11492-S-Mt-Airy-Dr-W-84009/unit-153/home/148004215,"$489,900",3 Beds,"11492 S Mt. Airy Dr W #153, South Jordan, UT 84009","3,337 Sq. Ft.","OPEN THU, 10:30AM TO 4:30PM",11492 S Mt. Airy Dr W #153,"HOA Dues$244/monthProperty TypeSingle FamilyProperty StyleRambler/RanchCommunityYesCountySalt LakeMLS#1573029Built2018Lot Size4,356 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/029/genMid.1573029_0.jpg,"SpringHouse Village, the new OakwoodLife 55+ community in Daybreak, is now open! Come and tour the 6 beautiful model homes. The ""Acacia"" floorplan is also one of our models. This popular plan features an arts and crafts exterior, ""flex space"" on the main floor, stainless steel appliances, granite countertops, gorgeous cabinets and beautiful wood laminate flooring. Also included is a walk in shower in the master!! Call now to show this model and visit the site, this home is MOVE IN READY! (Acacia Lot 153)",https://ssl.cdn-redfin.com/photo/ldpsprite/126/nsprite.98982126_0.jpg,Transportation in 84009,0 / 100Car-DependentWalk Score®0 / 100Minimal TransitTransit Score®29 / 100Somewhat BikeableBike Score®,0 / 100Car-DependentWalk Score®,0 / 100Minimal TransitTransit Score®,29 / 100Somewhat BikeableBike Score®
2.5 Baths,https://www.redfin.com/UT/South-Jordan/6123-Lake-Ave-84009/unit-124/home/148003656,"$490,000",2 Beds,"6123 W Lake Ave S #124, South Jordan, UT 84009","3,702 Sq. Ft.","OPEN FRI, 11AM TO 4:30PM",6123 W Lake Ave S #124,"HOA Dues$244/monthProperty TypeSingle FamilyProperty Style2-StoryCommunityYesCountySalt LakeMLS#1572755Built2018Lot Size4,356 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/755/genMid.1572755_0.jpg,"SpringHouse Village, the new OakwoodLife 55+ community in Daybreak, is now open! Come and tour the 6 beautiful model homes. This darling home, the ""Laurel"" floorplan features ""flex"" space and a loft upstairs. The elevation is a Colonial Revival exterior, and kitchen upgrades include stainless steel appliances, quartz countertops throughout, gorgeous cabinets, fireplace and beautiful wood laminate flooring. Also included is a walk in shower in the master bathroom. Call now to show this model and visit the site, this home can close February 2019! (Laurel Lot 124)",,Transportation in 84009,11 / 100Car-DependentWalk Score®20 / 100Minimal TransitTransit Score®26 / 100Somewhat BikeableBike Score®,11 / 100Car-DependentWalk Score®,20 / 100Minimal TransitTransit Score®,26 / 100Somewhat BikeableBike Score®
1.75 Baths,https://www.redfin.com/UT/Salt-Lake-City/2807-Chadwick-St-E-84106/home/91755139,"$395,000",3 Beds,"2807 S Chadwick St E, Salt Lake City, UT 84106","1,613 Sq. Ft.","OPEN FRI, 4PM TO 6PM",2807 S Chadwick St E,"Property TypeSingle FamilyProperty StyleBungalow/CottageCommunitySalt Lake City; So. Salt LakeCountySalt LakeMLS#1573141Built1922Lot Size7,405 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/141/genMid.1573141_1.jpg,"This rare east side bungalow has had a complete makeover!  *  5 minutes from sugarhouse  *  10 minutes to downtown  *  10 minutes to University of Utah  *  20 Minutes to World Class skiing  *  This beautiful home features brand new granite countertops, stainless steal appliances, large Jacuzzi bathtub, new furnace and AC, and new Carpet and paint throughout the home! The basement will make a great rental or mother in law with a separate entrance and a kitchen! The backyard features a large deck great for summer barbecues, and a detached garage with ample parking in the driveway. This home is centrally located, just minutes away from shopping and the freeway. Square footage figures are provided as a courtesy estimate only and were obtained from the county. Buyer is advised to obtain an independent measurement.",https://ssl.cdn-redfin.com/photo/ldpsprite/583/nsprite.98981583_1.jpg,Transportation in 84106,52 / 100Somewhat WalkableWalk Score®34 / 100Some TransitTransit Score®57 / 100BikeableBike Score®,52 / 100Somewhat WalkableWalk Score®,34 / 100Some TransitTransit Score®,57 / 100BikeableBike Score®
1.75 Baths,https://www.redfin.com/UT/Murray/570-Benbow-Ave-84107/home/91801193,"$511,000",3 Beds,"570 E Benbow Ave, Murray, UT 84107","3,300 Sq. Ft.","OPEN SAT, 11AM TO 1PM",570 E Benbow Ave,Property TypeSingle FamilyProperty StyleRambler/RanchCommunityMurray; Taylorsvl; MidvaleCountySalt LakeMLS#1573546Built1979Lot Size0.34 acres,https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/546/genMid.1573546_2.jpg,"Immaculately kept Rambler on a private . 34 Acre lot. Grand entertaining space inside, Pristine kitchen, Granite, Large dining area w stunning window surround. XL master bedroom with modern walk-in closet. You'll also love the professionally landscaped yard full of mature trees, large Pergola and fully fenced. Spacious and fully finished 3 Car Garage w additional Workspace/shop front. Plus RV parking.",https://ssl.cdn-redfin.com/photo/ldpsprite/649/nsprite.99056649_252.jpg,Transportation in 84107,41 / 100Car-DependentWalk Score®35 / 100Some TransitTransit Score®42 / 100Somewhat BikeableBike Score®,41 / 100Car-DependentWalk Score®,35 / 100Some TransitTransit Score®,42 / 100Somewhat BikeableBike Score®
3.25 Baths,https://www.redfin.com/UT/South-Jordan/10592-Redknife-Dr-84009/home/108501144,"$322,700",4 Beds,"10592 S Redknife Dr W, South Jordan, UT 84009","2,224 Sq. Ft.","OPEN SAT, 11AM TO 2PM",10592 S Redknife Dr W,"HOA Dues$250/monthProperty TypeTownhouseProperty StyleTownhouse (End of Row)CommunityWj; Sj; Rvrton; Herriman; BinghCountySalt LakeMLS#1573488Built2017Lot Size2,178 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/488/genMid.1573488_1.jpg,"This wonderful townhome located in the heart of Daybreak is warm and inviting with an open floorplan and tons of natural light! Complete with 4 bedrooms, 3.5 baths, gorgeous kitchen with quartz countertops, extended breakfast bar, stainless steel appliances, eat-in kitchen, plus a pantry! Den/office near kitchen, large family room, spacious master suite with walk-in closet, neutral colors, 2 car garage, End unit fenced courtyard, spectacular mountain views from deck, plus all the amenities of Daybreak! Trails, access to lakes, splash pads, paddleboards, boat rental, shopping, pools, fitness center, HIGH SPEED internet, running and biking paths, tennis courts and so much more-Plus access to TRAX.",https://ssl.cdn-redfin.com/photo/ldpsprite/764/nsprite.99048764_1.jpg,Transportation in 84009,4 / 100Car-DependentWalk Score®40 / 100Some TransitTransit Score®29 / 100Somewhat BikeableBike Score®,4 / 100Car-DependentWalk Score®,40 / 100Some TransitTransit Score®,29 / 100Somewhat BikeableBike Score®
2.5 Baths,https://www.redfin.com/UT/Riverton/11994-W-Kenadi-View-Way-84065/home/148568499,"$520,000",3 Beds,"11994 S Kenadi Vw W, Riverton, UT 84065","3,168 Sq. Ft.","OPEN SAT, 11AM TO 1PM",11994 S Kenadi Vw W,"Property TypeSingle FamilyProperty Style2-StoryCommunityWj; Sj; Rvrton; Herriman; BinghCountySalt LakeMLS#1573408Built2015Lot Size10,018 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/408/genMid.1573408_0.jpg,"Beautiful Two story on a quiet street, peaceful patio with outdoor furniture included, Sod is all Bio Blue grass. 4 live cameras and DVR ($4000 Vivint security system comes with home) Sprinklers equipped with drains and require no off-season maintenance, All bathrooms/closets are wired with auto timed motion switches. all rooms  wired for Directv and outlet for mounting  tv's. Basement has been wired on 12 gauge wire, with 6"" can light and home theatre on its own 20 amp breaker, Custom Sub Zero Refrigerator Negotiable.",https://ssl.cdn-redfin.com/photo/ldpsprite/210/nsprite.99042210_0.jpg,Transportation in 84065,33 / 100Car-DependentWalk Score®15 / 100Minimal TransitTransit Score®53 / 100BikeableBike Score®,33 / 100Car-DependentWalk Score®,15 / 100Minimal TransitTransit Score®,53 / 100BikeableBike Score®
2.5 Baths,https://www.redfin.com/UT/Salt-Lake-City/4733-Mile-High-Dr-84124/home/91804376,"$959,999",5 Beds,"4733 S Mile High Dr, Salt Lake City, UT 84124","5,206 Sq. Ft.","OPEN SAT, 11AM TO 2PM",4733 S Mile High Dr,Property TypeSingle FamilyProperty StyleRambler/RanchCommunityHolladay; MillcreekCountySalt LakeMLS#1573353Built1975Lot Size0.9 acres,https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/353/genMid.1573353_0.jpg,"Fantastic home with valley views on . 90 acres that backs onto Mt Olympus! Gorgeous granite kitchen with a custom bay window behind sink overlooking the mountain. Large Trex deck in front to enjoy the view. This house has an amazing floor plan. Formal living room and formal dining with vaulted ceilings and large windows to let in all the light. The kitchen, dining and main floor family room has custom built-ins and an open functional flow. Master suite features an oversized shower  &  walk-in closet. Daylight recreational room downstairs. Tons of storage throughout the home and a 3-car garage that is extra deep. Enjoy the privacy and views of living on Mile High Dr. with the mountain as your backyard. Square footage figures are provided as a courtesy estimate only and were obtained from County Records. Buyer is advised to obtain an independent measurement.",https://ssl.cdn-redfin.com/photo/ldpsprite/188/nsprite.99032188_0.jpg,Transportation in 84124,2 / 100Car-DependentWalk Score®25 / 100Some TransitTransit Score®17 / 100Somewhat BikeableBike Score®,2 / 100Car-DependentWalk Score®,25 / 100Some TransitTransit Score®,17 / 100Somewhat BikeableBike Score®
3 Baths,https://www.redfin.com/UT/West-Jordan/5006-Wood-Spring-Dr-84081/home/86488731,"$389,500",5 Beds,"5006 W Wood Spring Dr, West Jordan, UT 84081","3,058 Sq. Ft.","OPEN SAT, 11AM TO 1PM",5006 W Wood Spring Dr,"Property TypeSingle FamilyProperty StyleRambler/RanchCommunityWj; Sj; Rvrton; Herriman; BinghCountySalt LakeMLS#1572953Built2000Lot Size10,454 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/953/genMid.1572953_0.jpg,"This fantastic home has everything. Enjoy beautiful hardwood flooring throughout the main living spaces, beautiful new quartz countertops in the kitchen, a sink in the laundry room and an awesome oversized garage! You will love the five large bedrooms, two family rooms including a huge family room with a gas fireplace on the lower level, great storage room and future den, office space or craft room. The out door space is fully fenced and landscaped with mature trees including peach and prune trees, raspberries, blackberries, boysenberries, garden space, and large patio for entertaining. The water softener, shed and refrigerator are also included with this home. Water heater was replaced in 2016 and master bath is plumbed for a second sink. A must see! Square footage is provided as a courtesy/estimate and was provided by the seller. Buyer and agent  to verify.",https://ssl.cdn-redfin.com/photo/ldpsprite/495/nsprite.99006495_0.jpg,Transportation in 84081,30 / 100Car-DependentWalk Score®23 / 100Minimal TransitTransit Score®44 / 100Somewhat BikeableBike Score®,30 / 100Car-DependentWalk Score®,23 / 100Minimal TransitTransit Score®,44 / 100Somewhat BikeableBike Score®
3.5 Baths,https://www.redfin.com/UT/Riverton/14497-Gray-Fox-Dr-84065/home/91675213,"$699,900",5 Beds,"14497 S Gray Fox Dr W, Bluffdale, UT 84065","4,842 Sq. Ft.","OPEN SAT, 11AM TO 1PM",14497 S Gray Fox Dr W,HOA Dues$100/monthProperty TypeSingle FamilyProperty Style2-StoryCommunityWj; Sj; Rvrton; Herriman; BinghCountySalt LakeMLS#1573072Built2005Lot Size0.62 acres,https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/072/genMid.1573072_1.jpg,"WOW! You've Found it! This beautiful 5 bed 4 bath Bluffdale home tucked away on the largest lot in Springview farms has been tastefully updated. This home features, A 3 car attached garage and a huge 30x50 detached garage  &  workshop with an epoxied floor that would be perfect for a man cave. (That is 1500 SQ FT!!) Amazing and private RV and trailer parking. Huge vaulted ceilings in the great room and master suite, Master on the main, All new carpet throughout the home, Genuine Hand-scraped hardwood floors with inlaid tile, Granite, Stainless Steel Appliances including double ovens! Central vac, Wood shutters throughout Amazing neighborhood with community park, walking trails, access to Jordan River Trail. Great new schools that feature Close and convenient bus stops for all grades! Don't forget about the community park that is within walking distance! With a partially Finished basement, there is room to grow. * 10 Minutes from silicon slopes *  25 Minutes to downtown SLC  *  30 minutes to World Class Skiing *  This is where you want to live! Square footage figures are provided as a courtesy estimate only and were obtained from County Records. Buyer and Buyer's Broker are advised to obtain an independent measurement. Buyer and Buyer's Broker to verify all.",https://ssl.cdn-redfin.com/photo/ldpsprite/473/nsprite.98981473_243.jpg,Transportation in 84065,7 / 100Car-DependentWalk Score®0 / 100Minimal TransitTransit Score®44 / 100Somewhat BikeableBike Score®,7 / 100Car-DependentWalk Score®,0 / 100Minimal TransitTransit Score®,44 / 100Somewhat BikeableBike Score®
2.75 Baths,https://www.redfin.com/UT/Midvale/167-Princeton-Dr-84047/home/91796492,"$359,900",6 Beds,"167 W Princeton Dr S, Midvale, UT 84047","2,700 Sq. Ft.","OPEN SAT, 11:30AM TO 2PM",167 W Princeton Dr S,"Property TypeSingle FamilyProperty StyleRambler/RanchCommunityMurray; Taylorsvl; MidvaleCountySalt LakeMLS#1574309Built1965Lot Size8,712 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/309/genMid.1574309_0.jpg,"Located just minutes from I-15, this beautiful 6-bedroom, 3-bathroom home is situated on a quiet street and features 2 kitchens, washer/dryer hookups on both floors and a walkout basement. The basement could be used as a mother-in-law suite and the main floor could accommodate someone who requires single level living. Large backyard with huge shed and plenty of parking. Within walking distance from the elementary school, middle school and the rec center. This home has it all and is a must see!",https://ssl.cdn-redfin.com/photo/ldpsprite/138/nsprite.99140138_0.jpg,,"Median List Price$352,500Avg. # Offers—Median $ / Sq. Ft.$164Avg. Down Payment—Median Sale / List104%# Sold Homes20",,"Median List Price$352,500Avg. # Offers—Median $ / Sq. Ft.$164Avg. Down Payment—Median Sale / List104%# Sold Homes20",
2.5 Baths,https://www.redfin.com/UT/Sandy/10115-Hickory-Point-Dr-84092/home/86509346,"$415,000",5 Beds,"10115 S Hickory Point Dr, Sandy, UT 84092","2,024 Sq. Ft.","OPEN SAT, 12PM TO 3PM",10115 S Hickory Point Dr,"Property TypeSingle FamilyProperty StyleSplit-Entry/Bi-LevelCommunitySandy; Alta; Snowbd; GraniteCountySalt LakeMLS#1574289Built1980Lot Size8,712 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/289/genMid.1574289_0.jpg,"Picture perfect in every detail, this warm and inviting home offers vaulted ceilings and tons of natural light from the west facing windows. The living room flows seamlessly into the dining room and gourmet updated kitchen. The kitchen is the heart of the home where you will entertain your guests in style. Summer offers your guests the opportunity to flow to the ample deck nestled among matures trees and mountain views. Need storage, don't worry, we have two sheds; need RV parking, we have that too. Back in the home, the master bedroom offers its own sanctuary with reclaimed wood finishes for added rustic style. This home is located in picturesque east Sandy and just around the corner form Dimple Dell Regional Park. It's so close to significant hiking trails and minutes to 4 world class ski resorts. This home definitely keeps you close to the Utah outdoors. Seriously, at this price, it won't last long!!!",https://ssl.cdn-redfin.com/photo/ldpsprite/374/nsprite.99138374_0.jpg,Transportation in 84092,21 / 100Car-DependentWalk Score®27 / 100Some TransitTransit Score®26 / 100Somewhat BikeableBike Score®,21 / 100Car-DependentWalk Score®,27 / 100Some TransitTransit Score®,26 / 100Somewhat BikeableBike Score®
2.5 Baths,https://www.redfin.com/UT/Murray/5318-Baker-St-84107/home/91801531,"$389,900",3 Beds,"5318 S Baker St, Murray, UT 84107","2,242 Sq. Ft.","OPEN SAT, 12PM TO 2PM",5318 S Baker St,"Property TypeSingle FamilyProperty StyleTri/Multi-LevelCommunityMurray; Taylorsvl; MidvaleCountySalt LakeMLS#1574149Built1997Lot Size5,227 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/149/genMid.1574149_0.jpg,,https://ssl.cdn-redfin.com/photo/ldpsprite/178/nsprite.99120178_0.jpg,Transportation in 84107,30 / 100Car-DependentWalk Score®33 / 100Some TransitTransit Score®46 / 100Somewhat BikeableBike Score®,30 / 100Car-DependentWalk Score®,33 / 100Some TransitTransit Score®,46 / 100Somewhat BikeableBike Score®
